ID,Tipo,Location,Baños,dia,mes,año,Fecha, M² de construcción , Precio/M² de construcción , Precio ,Cuartos,Titulo
19713198,Casas,Costa del Este,6,2,6,2021,6/2/2021, 600.00 ," 3,291.66 "," 1,975,000.00 ",5,Casas en Costa del Este | En Venta-Mansión de 5 recámaras en Costa del Este
16979239,Apartamentos,Avenida Balboa,4,15,9,2020,9/15/2020, 600.00 ," 3,666.66 "," 2,200,000.00 ",3,Apartamentos en Avenida Balboa | Penthouse Yacht Club
19033021,Casas,Santa Maria,4,11,3,2021,3/11/2021, 600.00 ," 3,883.33 "," 2,330,000.00 ",4,"Casas en Santa María | Casa en Santa maria, FAIRWAY ESTATES | Unifamiliar lote de Esquina, Llámame 6218-4535"
15809024,Casas,Obarrio,6,31,12,2019,12/31/2019, 600.00 ," 7,006.66 "," 4,204,000.00 ",6,"Casas en Obarrio | Obarrio, terreno de 1,800 m2 esquina y casa 600m2 de 6 rec."
19165232,Casas,Betania,4.5,26,4,2021,4/26/2021, 598.00 , 978.26 ," 585,000.00 ",4,"Casas en Betania | Vendo Casa en Royal Country, Altos de Panamá"
19664369,Apartamentos,Santa Maria,4,27,5,2021,5/27/2021, 598.00 ," 2,675.58 "," 1,600,000.00 ",3,Apartamentos en Santa María | Apartamento venta Santa Maria 21-1007 MG
19631153,Casas,San Francisco,2,24,5,2021,5/24/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | Venta Casa 595 Mts. San Francisco GM 21-10515
19643337,Casas,San Francisco,4,25,5,2021,5/25/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | Venta de Casa en San Francisco 21-10515 MFK
19661071,Casas,San Francisco,4,27,5,2021,5/27/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | CASA CULTURAL SAN FRANCISCO 600mts ppz2110515
19664011,Casas,San Francisco,3,27,5,2021,5/27/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | Casa en San francisco en Venta EP21-10515
19669832,Casas,San Francisco,2,28,5,2021,5/28/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | Casa en San francisco en Venta EP21-10515
19692559,Casas,San Francisco,4,31,5,2021,5/31/2021, 595.00 , 840.33 ," 500,000.00 ",5,Casas en San Francisco | Venta de Casa en San Francisco 21-10515 MFK
19596258,Apartamentos,Dos Mares,5,19,5,2021,5/19/2021, 595.00 ," 1,344.53 "," 800,000.00 ",5,Apartamentos en Dos Mares | PENTHOUSE - DOS MARES DE 595 METROS
19596484,Apartamentos,Dos Mares,5,19,5,2021,5/19/2021, 595.00 ," 1,485.71 "," 884,000.00 ",4,Apartamentos en Dos Mares | Se vende Apartamento en Dos Mares 21-3517 VC #panamá
18248797,Casas,Las Cruces,1,22,1,2021,1/22/2021, 594.00 , 84.17 ," 50,000.00 ",3,Casas en Las Cruces | Venta casa en Provincia de Los Santos
19676395,Casas,Pueblo Nuevo,4,28,5,2021,5/28/2021, 594.00 , 723.90 ," 430,000.00 ",6,Casas en Pueblo Nuevo | Casa en venta en Pueblo Nuevo 21-8787 YD
19730347,Casas,Costa del Este,4.5,4,6,2021,6/4/2021, 591.03 ," 2,453.34 "," 1,450,000.00 ",4,"Casas en Costa del Este | Hermosa Casa en Venta en Royal Pacific, Costa del Este con Piscina."
18608167,Casas,Costa del Este,6,22,1,2021,1/22/2021, 591.03 ," 2,537.94 "," 1,500,000.00 ",4,Casas en Costa del Este | Vendo Hermosa Casa en Royal Pacific
17686427,Casas,Costa del Este,5,27,10,2020,10/27/2020, 591.03 ," 3,045.53 "," 1,800,000.00 ",4,Casas en Costa del Este | ACOGEDORA Y ESPACIOSA CASA EN VENTA EN COSTA DEL ESTE
18329319,Casas,Costa del Este,4.5,26,5,2021,5/26/2021, 591.00 ," 2,453.46 "," 1,450,000.00 ",4,"Casas en Costa del Este | Vendo Mansión 591m2 $1,450,000 4recs piscina"
19711552,Casas,Costa del Este,4,2,6,2021,6/2/2021, 591.00 ," 2,453.46 "," 1,450,000.00 ",4,Casas en Costa del Este | ROYAL PACIFIC
19511522,Casas,Costa del Este,4.5,8,5,2021,5/8/2021, 591.00 ," 2,622.67 "," 1,550,000.00 ",5,Casas en Costa del Este | Amplia casa en venta en Costa del Este
19646532,Casas,Costa del Este,6,25,5,2021,5/25/2021, 591.00 ," 2,622.67 "," 1,550,000.00 ",5,Casas en Costa del Este | Venta Casa Royal Pacific Costa del Este
19637145,Casas,Clayton,3.5,24,5,2021,5/24/2021, 590.00 ," 1,610.16 "," 950,000.00 ",4,"Casas en Clayton | Clayton, Venta de Exclusiva Casa Unifamiliar"
17305926,Casas,Playas,5,3,10,2020,10/3/2020, 587.00 ," 3,049.40 "," 1,790,000.00 ",5,Casas en Playas | Casa de lujo en Buenaventura
19581151,Casas,La Alameda,3.5,17,5,2021,5/17/2021, 586.00 ," 1,194.53 "," 700,000.00 ",4,Casas en La Alameda | Espectacular Casa en La Alameda (586 mts) #1003 cvd
19718881,Casas,Betania,2,3,6,2021,6/3/2021, 585.00 , 683.76 ," 400,000.00 ",5,Casas en Betania | Venta casa en Betania Negociable
19528695,Casas,Costa del Este,3.5,11,5,2021,5/11/2021, 585.00 ," 1,623.93 "," 950,000.00 ",3,Casas en Costa del Este | CASA REMODELADA EN COSTA DEL ESTE (ID 4384)
14276506,Casas,Sora,3.5,2,6,2021,6/2/2021, 585.00 ," 1,690.59 "," 989,000.00 ",3,Casas en Sorá | Impresionante Villa En las Montañas sobre 3.5 Hectarias de Terreno Cod. 2418184
15699448,Casas,Rio Hato,5,16,12,2020,12/16/2020, 585.00 ," 2,820.51 "," 1,650,000.00 ",4,Casas en Río Hato | Casa con 4 recamaras en The Buenaventura Golf & Beach Resort
17519844,Casas,Altos del Maria,5,19,10,2020,10/19/2020, 584.49 ," 1,189.07 "," 695,000.00 ",5,Casas en Altos del María | EN VENTA CASA TIPO HACIENDA ALTOS DEL MARIA EXCELENTES AMENIDADES
18247161,Casas,Altos del Maria,5,10,12,2020,12/10/2020, 584.00 ," 1,181.50 "," 690,000.00 ",4,Casas en Altos del María | Venta de Casa en Altos del Maria JR
18951026,Casas,Altos del Maria,5,2,3,2021,3/2/2021, 584.00 ," 1,181.50 "," 690,000.00 ",4,Casas en Altos del María | Venta de Casa en Altos del Maria JR
19091440,Casas,Santiago,2,17,3,2021,3/17/2021, 582.00 , 231.95 ," 135,000.00 ",3,Casas en Santiago | Venta Residencia - Santiago de Veraguas
19644932,Casas,Betania,4,25,5,2021,5/25/2021, 580.00 , 706.89 ," 410,000.00 ",3,Casas en Betania | Venta de Casa en Altos de Betania MPS 21-6149
19645186,Casas,Ciudad de Panama,3.5,25,5,2021,5/25/2021, 580.00 , 706.89 ," 410,000.00 ",3,Casas en Ciudad de Panamá | Vendo casa en Altos de Betania KC21-6149
19665431,Casas,Ciudad de Panama,3.5,27,5,2021,5/27/2021, 580.00 , 706.89 ," 410,000.00 ",3,Casas en Ciudad de Panamá | Casa Venta Excelentes Acabados en Esquina en Altos de Betania AECC#21-6149
17631220,Casas,Costa del Este,3.5,26,5,2021,5/26/2021, 580.00 ," 1,720.68 "," 998,000.00 ",5,"Casas en Costa del Este | COSTA SERENA - OPORTUNIDAD $998,000 casa remodelada 5 recs"
18580705,Casas,Costa del Este,4.5,19,1,2021,1/19/2021, 580.00 ," 1,720.68 "," 998,000.00 ",5,Casas en Costa del Este | Venta de bella y exclusiva casa en Costa del Este.
16553872,Apartamentos,Costa del Este,4.5,26,6,2020,6/26/2020, 580.00 ," 2,200.00 "," 1,276,000.00 ",4,"Apartamentos en Costa del Este | OCEAN TWO, COSTA DEL ESTE, VENTA"
19471910,Casas,Costa del Este,5,4,5,2021,5/4/2021, 580.00 ," 2,405.17 "," 1,395,000.00 ",4,Casas en Costa del Este | Casa en Costa del Este en Venta EP20-11774
14848641,Casas,Santa Maria,5,15,7,2019,7/15/2019, 580.00 ," 3,275.86 "," 1,900,000.00 ",4,"Casas en Santa María | Casa Fairway Estates, Santa María "
19471922,Casas,Santa Maria,4.5,4,5,2021,5/4/2021, 580.00 ," 3,275.86 "," 1,900,000.00 ",4,Casas en Santa María | Vendo Mansión en Santa Maria Zona Exclusiva en Panama 1430m2 lote
19325834,Casas,Arraijan,1,16,4,2021,4/16/2021, 579.00 , 117.96 ," 68,300.00 ",2,Casas en Arraiján | Venta de casa en Aire del Llano - Casa 10
15255610,Casas,San Carlos,6,20,9,2019,9/20/2019, 579.00 ," 1,295.33 "," 750,000.00 ",6,Casas en San Carlos | Villa en La Colina- Casa de campo en San Carlos en lote grande
16868270,Casas,Santa Maria,4,26,8,2020,8/26/2020, 579.00 ," 2,763.38 "," 1,600,000.00 ",4,Casas en Santa María | Se vende casa en Fairway Santa Maria
16846278,Casas,Santa Maria,4.5,18,5,2021,5/18/2021, 579.00 ," 3,281.51 "," 1,900,000.00 ",4,Casas en Santa María | Se vende casa en Fairway Estate - Santa Maria
18330441,Casas,Santa Maria,3.5,18,12,2020,12/18/2020, 579.00 ," 3,281.51 "," 1,900,000.00 ",3,"Casas en Santa María | VENTA DE CASA EN SANTA MARIA, FARWAY STATES"
19207601,Casas,Santa Maria,4.5,31,3,2021,3/31/2021, 579.00 ," 3,281.51 "," 1,900,000.00 ",4,"Casas en Santa María | Vendo casa dúplex en Santa María 1429M2, 8 parkings"
19258812,Casas,Santa Maria,4.5,8,4,2021,4/8/2021, 579.00 ," 3,281.51 "," 1,900,000.00 ",4,Casas en Santa María | Excelente Casa en venta en Santa Maria. 1429m2 de terreno. Dp 20-7306
19496666,Casas,Costa del Este,4.5,6,5,2021,5/6/2021, 579.00 ," 3,281.51 "," 1,900,000.00 ",4,Casas en Costa del Este | Se vende casa en Santa Maria 20-7306 VC #panama
19564196,Casas,Santa Maria,4.5,15,5,2021,5/15/2021, 579.00 ," 3,281.51 "," 1,900,000.00 ",4,Casas en Santa María | Casa en Venta Fairway States 20-7306ARF
19621715,Casas,Costa del Este,6,22,5,2021,5/22/2021, 578.00 ," 2,941.17 "," 1,700,000.00 ",5,Casas en Costa del Este | Se Vende casa en Costa del Este COD#20-2399 VC  #panama
19665984,Casas,Costa del Este,6,27,5,2021,5/27/2021, 578.00 ," 2,941.17 "," 1,700,000.00 ",5,Casas en Costa del Este | Se Vende casa en Costa del Este COD#20-2399 VC #panama
19648638,Casas,Alto Boquete,8,25,5,2021,5/25/2021, 576.00 ," 1,387.15 "," 799,000.00 ",8,"Casas en Alto Boquete | Gran Casa u Hotel en Boquete, 5 Casas de Huéspedes, Piscina y Más"
16822466,Casas,Santa Maria,4.5,18,5,2021,5/18/2021, 576.00 ," 3,038.19 "," 1,750,000.00 ",3,Casas en Santa María | Se vende casa en Fairway Estate - Santa Maria
19432399,Casas,Las Cumbres,4,28,4,2021,4/28/2021, 575.00 , 391.30 ," 225,000.00 ",5,Casas en Las Cumbres | VENDO CASA EN VILLA ZAITA
19431693,Casas,Las Cumbres,4,28,4,2021,4/28/2021, 575.00 , 400.00 ," 230,000.00 ",5,Casas en Las Cumbres | VENDO CASA EN VILLA ZAITA RQM 21-9350
18504464,Casas,Avenida Balboa,3,11,1,2021,1/11/2021, 575.00 , 782.60 ," 450,000.00 ",4,"Casas en Avenida Balboa | BELLAVISTA CASA,1/SOLA PLANTA,575MTS TERRENO, CERCA CINTA COSTERA, EXCELENTE UBICACION"
19471893,Casas,Coco del Mar,5,4,5,2021,5/4/2021, 575.00 ," 1,252.17 "," 720,000.00 ",6,Casas en Coco del Mar | Casa en San Francisco en Venta EP21-2094
17219732,Casas,Costa del Este,4,2,6,2021,6/2/2021, 575.00 ," 1,713.04 "," 985,000.00 ",5,Casas en Costa del Este | CASA EN VENTA 5REC EN DE COSTA DEL ESTE 1004M2
17906269,Casas,Costa del Este,4,9,2,2021,2/9/2021, 575.00 ," 1,713.04 "," 985,000.00 ",5,"Casas en Costa del Este | Casa en Royal Pacific, Costa del Este, 5 rec., 575m2"
18755581,Casas,Santa Maria,4,2,6,2021,6/2/2021, 575.00 ," 1,713.04 "," 985,000.00 ",5,Casas en Santa María | CASA EN URBANIZACIÓN EXCLUSIVA DE COSTA DEL ESTE
17686519,Casas,Costa del Este,4.5,27,10,2020,10/27/2020, 575.00 ," 2,000.00 "," 1,150,000.00 ",4,Casas en Costa del Este | ACOGEDORA Y LUJOSA CASA EN VENTA EN COSTA DEL ESTE
18618002,Casas,Costa del Este,6,24,1,2021,1/24/2021, 575.00 ," 2,000.00 "," 1,150,000.00 ",5,Casas en Costa del Este | SE VENDE CASA EN ROYAL PACIFIC 4768RC
19411639,Apartamentos,Avenida Balboa,5,26,4,2021,4/26/2021, 574.00 ," 1,916.37 "," 1,100,000.00 ",4,Apartamentos en Avenida Balboa | RIVAGE - AVENIDA BALBOA PENTHOUSE
19275104,Casas,Albrook,3.5,9,4,2021,4/9/2021, 573.00 , 863.87 ," 495,000.00 ",4,Casas en Albrook | Venta de casa en Albrook 21-2225 MFK
19195817,Casas,Bajo Boquete,3.5,30,3,2021,3/30/2021, 573.00 ," 1,045.37 "," 599,000.00 ",4,Casas en Bajo Boquete | Preciosa Casa Grande con Doble Lote en Santa Lucía Boquete
16909997,Apartamentos,Punta Pacifica,6,2,9,2020,9/2/2020, 573.00 ," 1,919.72 "," 1,100,000.00 ",4,Apartamentos en Punta Pacífica | Venta de apartamento en Punta Pacifica vista al mar
19466509,Casas,David,4,3,5,2021,5/3/2021, 572.00 , 437.06 ," 250,000.00 ",4,Casas en David | CASA UNIFAMILIAR GRAN OPORTUNIDAD EN VENTA. DAVID
19653323,Casas,David,3,26,5,2021,5/26/2021, 572.00 , 437.06 ," 250,000.00 ",3,Casas en David | CASA GRANDE EN VENTA ZONA EXCLUSIVA DE DAVID
19611406,Apartamentos,Santa Maria,3.5,21,5,2021,5/21/2021, 572.00 ," 2,622.37 "," 1,500,000.00 ",3,Apartamentos en Santa María | Se Vende apartamento en Santa Maria COD#21-1523 VC  #panama
19612402,Apartamentos,Santa Maria,3.5,21,5,2021,5/21/2021, 572.00 ," 2,622.37 "," 1,500,000.00 ",3,Apartamentos en Santa María | Apartamento Venta Santa Maria LTF 21-1523
17492674,Apartamentos,Santa Maria,4,2,6,2021,6/2/2021, 571.75 ," 2,623.52 "," 1,500,000.00 ",3,Apartamentos en Santa María | VENDO PENTHOUSE EN SANTA MARIA EDIFICIO LA VISTA 571.75M2
19722274,Casas,Cocle Provincia,6,3,6,2021,6/3/2021, 571.00 , 525.39 ," 300,000.00 ",6,Casas en Coclé Provincia | Se vende Hermosa Casa de Campo en Altos de Maria DCD21-10079
19500022,Apartamentos,Santa Maria,3.5,7,5,2021,5/7/2021, 571.00 ," 2,539.40 "," 1,450,000.00 ",3,"Apartamentos en Santa María | Santa Maria – Vista al Golf y al Mar – 571mts2 – 1,450,000"
19662763,Apartamentos,Santa Maria,3.5,27,5,2021,5/27/2021, 571.00 ," 2,539.40 "," 1,450,000.00 ",3,"Apartamentos en Santa María | Santa Maria – Vista al Golf y al Mar – 571mts2 – 1,450,000"
19127538,Apartamentos,Santa Maria,4.5,29,4,2021,4/29/2021, 571.00 ," 2,977.23 "," 1,700,000.00 ",3,Apartamentos en Santa María | Venta Penthouse PH La Vista Santa Maria Ciudad Panamá
19586716,Casas,Bejuco,1,19,5,2021,5/19/2021, 570.00 , 70.17 ," 40,000.00 ",3,Casas en Bejuco | venta de casa en bejuco de chame
19502375,Casas,Santa Maria,5,7,5,2021,5/7/2021, 570.00 ," 3,026.31 "," 1,725,000.00 ",4,Casas en Santa María | Se vende casa en Santa Maria VC #panama 21-1053
19564566,Casas,Santa Maria,5,15,5,2021,5/15/2021, 570.00 ," 3,026.31 "," 1,725,000.00 ",4,Casas en Santa María | Vendo Casa en Fairway States 21-1053ARF
19261549,Casas,Los Santos Provincia,2,8,4,2021,4/8/2021, 567.00 , 153.43 ," 87,000.00 ",3,Casas en Los Santos Provincia | Se Vende Casa Unifamiliar en Las Tablas en El Cocal
19526588,Casas,Ancon,2,10,5,2021,5/10/2021, 567.00 , 855.37 ," 485,000.00 ",3,Casas en Ancón | Casa venta Ancón YS
19074658,Casas,David,3,16,3,2021,3/16/2021, 567.00 , 881.83 ," 500,000.00 ",3,"Casas en David | Venta de propiedad en avenida décima oeste, Doleguita"
19708413,Casas,Altos de Panama,5,2,6,2021,6/2/2021, 567.00 ," 1,375.66 "," 780,000.00 ",4,Casas en Altos de Panamá | CASA EN ALTOS DE PANAMÁ CON 4 RECAMARAS 567 M² Construidos
18471140,Casas,Punta Paitilla,4.5,8,1,2021,1/8/2021, 567.00 ," 1,760.14 "," 998,000.00 ",4,Casas en Punta Paitilla | Se Vende Casa en Paitilla
18845413,Casas,Ciudad de Panama,1,19,3,2021,3/19/2021, 566.71 , 141.16 ," 80,000.00 ",3,Casas en Ciudad de Panamá | Casa en el área este
19438006,Casas,Villa Lucre,6,29,4,2021,4/29/2021, 565.00 , 592.92 ," 335,000.00 ",4,"Casas en Villa Lucre | Vendo Amplia Casa 565mt2 de 2 Niveles, 4 Recamaras. Villa Lucre."
19605183,Casas,Clayton,4,20,5,2021,5/20/2021, 565.00 , 867.25 ," 490,000.00 ",4,Casas en Clayton | CASA CLAYTON / 2 APARTAMENTOS! / 569 MT2 / DG
19061772,Apartamentos,Avenida Balboa,5,15,3,2021,3/15/2021, 565.00 ," 1,591.15 "," 899,000.00 ",4,Apartamentos en Avenida Balboa | Vendo Apartamento Los Delfines ID4724JD
15928935,Casas,Capira,2,22,1,2020,1/22/2020, 564.00 , 505.31 ," 285,000.00 ",2,Casas en Capira | Limón Campana 
15114091,Apartamentos,Coronado,4.5,27,8,2019,8/27/2019, 564.00 ," 1,764.18 "," 995,000.00 ",4,Apartamentos en Coronado | Vista al Mar en Costa Esmeralda a 5 minutos de la Playa
16931601,Apartamentos,Punta Pacifica,5,7,9,2020,9/7/2020, 564.00 ," 2,304.96 "," 1,300,000.00 ",4,Apartamentos en Punta Pacífica | SE VENDE PH BAHIA PACIFICA EN PUNTA PACIFICA
19122821,Casas,Santa Maria,6,22,3,2021,3/22/2021, 563.00 ," 3,543.51 "," 1,995,000.00 ",4,Casas en Santa María | Excelente oportunidad de Vivir en Santa Maria Cl-8459
19496792,Casas,Santa Maria,6,6,5,2021,5/6/2021, 563.00 ," 3,543.51 "," 1,995,000.00 ",4,Casas en Santa María | Se vende casa en Santa Maria 20-8459 VC #panama
18692819,Casas,Santa Maria,5,1,2,2021,2/1/2021, 562.33 ," 3,378.79 "," 1,900,000.00 ",5,"Casas en Santa María | Vendo Casa en Fairway Estate, Santa María"
19524261,Casas,Santa Maria,6,10,5,2021,5/10/2021, 562.33 ," 3,538.84 "," 1,990,000.00 ",5,Casas en Santa María | Casa en Fairway Estates - Santa María Golf – ID 080-00731 - SP
16139630,Casas,Santa Maria,6,28,2,2020,2/28/2020, 562.33 ," 3,547.73 "," 1,995,000.00 ",5,Casas en Santa María | ALQUILO O VENDO LUJOSA RESIDENCIA EN Santa Maria
16457756,Casas,Costa del Este,5,5,6,2020,6/5/2020, 562.33 ," 3,547.73 "," 1,995,000.00 ",4,Casas en Costa del Este | Santa Maria: Fairways GTA
18699009,Casas,Santa Maria,7,2,6,2021,6/2/2021, 562.33 ," 3,547.73 "," 1,995,000.00 ",4,Casas en Santa María | CASA AMOBLADA EN VENTA O ALQUILER SANTA MARIA 4 REC Y CINE
19449112,Casas,Santa Maria,4.5,30,4,2021,4/30/2021, 562.33 ," 3,547.73 "," 1,995,000.00 ",4,Casas en Santa María | JG2258 P.H. FAIRWAY ESTATES - CASA
19607716,Casas,Santa Maria,6,20,5,2021,5/20/2021, 562.33 ," 3,547.73 "," 1,995,000.00 ",4,Casas en Santa María | CASAS | FAIRWAY ESTATES - SANTA MARIA | VENTA
19712672,Casas,Costa del Este,4,2,6,2021,6/2/2021, 562.33 ," 3,547.73 "," 1,995,000.00 ",4,Casas en Costa del Este | CASAS | FAIRWAY ESTATES - SANTA MARIA | VENTA
19526540,Casas,Hato Pintado,2,10,5,2021,5/10/2021, 562.00 , 578.29 ," 325,000.00 ",4,Casas en Hato Pintado | Casa venta Hato Pintado YS
19599054,Casas,Hato Pintado,2,19,5,2021,5/19/2021, 562.00 , 578.29 ," 325,000.00 ",4,Casas en Hato Pintado | Venta de casa en Hato Pintado 19-3943 OC
19719872,Casas,Santa Maria,6,3,6,2021,6/3/2021, 562.00 ," 3,540.92 "," 1,990,000.00 ",5,Casas en Santa María | FAIRWAY ESTATES - SANTA MARIA
15010614,Casas,Santa Maria,4.5,10,8,2019,8/10/2019, 562.00 ," 3,549.82 "," 1,995,000.00 ",4,"Casas en Santa María | Casa en Santa María, Fairways Estates, Panamá"
16792701,Casas,Santa Maria,5,16,12,2020,12/16/2020, 562.00 ," 3,549.82 "," 1,995,000.00 ",5,Casas en Santa María | Se vende casa en Fairway Estate - Santa Maria
18081963,Casas,Santa Maria,5,21,4,2021,4/21/2021, 562.00 ," 3,549.82 "," 1,995,000.00 ",4,"Casas en Santa María | Vendo bella casa FAIRWAY estate $2,250,000 562m2"
19499238,Casas,Santa Maria,6,7,5,2021,5/7/2021, 562.00 ," 3,549.82 "," 1,995,000.00 ",4,Casas en Santa María | Venta de casa en Santa Maria Golf & Country Club OLLU2610V
19546765,Casas,Santa Maria,4,13,5,2021,5/13/2021, 562.00 ," 3,558.71 "," 2,000,000.00 ",4,Casas en Santa María | FAIRWAYS ESTATE
18729051,Casas,Santa Maria,6,5,2,2021,2/5/2021, 562.00 ," 3,736.65 "," 2,100,000.00 ",5,"Casas en Santa María | Casa de lujo en Santa Maria Golf and Country Club, Fairway Estates"
19422980,Casas,Santa Maria,6,27,4,2021,4/27/2021, 562.00 ," 4,003.55 "," 2,250,000.00 ",5,Casas en Santa María | ID3787 Santa Maria Golf and Country Club - Fairway Estates
15043505,Casas,Costa del Este,5,15,8,2019,8/15/2019, 562.00 ," 4,181.49 "," 2,350,000.00 ",5,Casas en Costa del Este | SE VENDE Y SE ALQUILA CASA EN SANTA MARÍA GOLF AND COUNTRY
18294940,Apartamentos,Punta Pacifica,5,15,12,2020,12/15/2020, 560.00 , 2.67 ," 1,500.00 ",4,Apartamentos en Punta Pacífica | VENTA APARTAMENTO PUNTA PACIFICA-2603DM
19312681,Apartamentos,Punta Paitilla,5,14,4,2021,4/14/2021, 560.00 ," 1,250.00 "," 700,000.00 ",5,"Apartamentos en Punta Paitilla | PH. Tuscany, Punta Paitilla, Venta/ Excelente precio"
17967085,Apartamentos,Punta Pacifica,4.5,18,5,2021,5/18/2021, 559.00 ," 2,504.47 "," 1,400,000.00 ",4,Apartamentos en Punta Pacífica | Se vende Lujoso apartamento en Q tower - Punta Pacifica
19667133,Casas,Betania,5,27,5,2021,5/27/2021, 557.00 , 987.43 ," 550,000.00 ",6,Casas en Betania | VENTA CASA EN BETANIA DOS NIVELES 557MTS JG
19198068,Casas,Juan Demostenes,6,28,4,2021,4/28/2021, 557.00 , 770.19 ," 429,000.00 ",6,Casas en Juan Demóstenes | ID 7388 Casa y finca en Chapala (Vista Alegre)
19545471,Casas,Bajo Boquete,4.5,12,5,2021,5/12/2021, 557.00 ," 1,003.59 "," 559,000.00 ",3,"Casas en Bajo Boquete | Increíble Volcancito, Boquete, Panamá Residencia en Venta"
18235461,Apartamentos,San Francisco,4,9,3,2021,3/9/2021, 557.00 ," 1,346.49 "," 750,000.00 ",3,Apartamentos en San Francisco | Espectacular Penthouse en Star Bay San Francisco
19376772,Casas,Playa las Lajas,6,21,4,2021,4/21/2021, 557.00 ," 1,606.82 "," 895,000.00 ",5,Casas en Playa las Lajas | Finca de lujo frente al mar con piscina o Excelente hotel en Panamá
19192986,Casas,Costa del Este,4.5,26,5,2021,5/26/2021, 557.00 ," 2,109.51 "," 1,175,000.00 ",4,"Casas en Costa del Este | Costa de las Perlas, Costa del Este"
19387769,Casas,Rio Hato,4,23,4,2021,4/23/2021, 557.00 ," 2,692.99 "," 1,500,000.00 ",4,Casas en Río Hato | OCEAN LAKE
16015146,Casas,San Miguelito,2,6,2,2020,2/6/2020, 556.00 , 663.66 ," 369,000.00 ",4,Casas en San Miguelito | Venta de hemosa casa tipo Duplex en la Montañeza-Brisas del Golf .
14454537,Casas,Los Rios,2.5,17,5,2021,5/17/2021, 556.00 ," 1,492.80 "," 830,000.00 ",4,Casas en Los Ríos | CASA EN VENTA - LOS RIOS 
16810436,Casas,Villa Zaita,2,31,3,2021,3/31/2021, 555.00 , 248.64 ," 138,000.00 ",3,Casas en Villa Zaita | SE Vende Casa en Palmas de Mallorca- 138K
16080470,Casas,El Espino,3.5,17,2,2020,2/17/2020, 554.00 ," 1,768.95 "," 980,000.00 ",3,Casas en El Espino | JOYA INMACULADA DE MONTAÑA CON VISTA AL OCÉANO C2002-133
19426650,Casas,Costa del Este,4.5,28,4,2021,4/28/2021, 554.00 ," 1,985.55 "," 1,100,000.00 ",5,Casas en Costa del Este | Hermosa casa unifamiliar en Costa del Este
16086418,Casas,"Casco Viejo, San Felipe",1,18,2,2020,2/18/2020, 552.00 , 996.37 ," 550,000.00 ",1,"Casas en Casco Viejo, San Felipe | Casa en Casco Antiguo, San Felipe, 552m2"
18321712,Casas,Coronado,3.5,17,12,2020,12/17/2020, 551.08 ," 1,036.14 "," 571,000.00 ",4,"Casas en Coronado | VENTA CASA CORONADO, VILLAS DEL GOLF 2"
18540028,Casas,Brisas del Golf,4.5,18,2,2021,2/18/2021, 551.00 ," 1,034.48 "," 570,000.00 ",3,Casas en Brisas del Golf | Se Vende Casa en Villas del Golf 2 Villa Alta Brisas del Golf
19092242,Casas,Betania,5,18,3,2021,3/18/2021, 550.00 , 863.63 ," 475,000.00 ",4,Casas en Betania | Se Vende Casa en Dos Mares
18699115,Casas,Villa Lucre,3.5,2,2,2021,2/2/2021, 550.00 , 590.90 ," 325,000.00 ",4,Casas en Villa Lucre | Se Vende Casa Unifamiliar de Esquina en Villa Lucre con 4 Recamaras
18842748,Casas,Dos Mares,5,18,2,2021,2/18/2021, 550.00 , 890.90 ," 490,000.00 ",4,"Casas en Dos Mares | Venta de Casa en Dos Mares, JAP"
18684749,Casas,Dos Mares,5,31,1,2021,1/31/2021, 550.00 , 900.00 ," 495,000.00 ",5,"Casas en Dos Mares | Se vende hermosa y espaciosa casa en Dos Mares, corregimiento de Betania"
19436519,Casas,Dos Mares,6,29,4,2021,4/29/2021, 550.00 , 900.00 ," 495,000.00 ",4,Casas en Dos Mares | Venta de casa en Dos Mares AGG
19490440,Casas,Dos Mares,6,6,5,2021,5/6/2021, 550.00 , 900.00 ," 495,000.00 ",4,Casas en Dos Mares | Venta de Casa de 550 m2 en Dos Mares 21-4947
19526637,Casas,Dos Mares,6,10,5,2021,5/10/2021, 550.00 , 900.00 ," 495,000.00 ",4,Casas en Dos Mares | Casa venta Dos Mares YS
19643173,Casas,Dos Mares,6,25,5,2021,5/25/2021, 550.00 , 900.00 ," 495,000.00 ",4,Casas en Dos Mares | Casa en venta en Dos Mares 21-4947 YD
18719089,Casas,Dos Mares,4.5,4,2,2021,2/4/2021, 550.00 , 945.45 ," 520,000.00 ",4,"Casas en Dos Mares | En Venta Casa de 3 niveles, Dos Mares"
18683437,Casas,Albrook,4.5,31,1,2021,1/31/2021, 550.00 ," 1,054.54 "," 580,000.00 ",4,Casas en Albrook | VENDO CASA ALBROOK GARDEN CON PSCINA
19415007,Casas,La Cresta,6,26,4,2021,4/26/2021, 550.00 ," 1,081.81 "," 595,000.00 ",4,Casas en La Cresta | Se vende o alquila espectacular casa en la urbanización La Cresta
16921481,Casas,Chica,5,4,9,2020,9/4/2020, 550.00 ," 1,090.90 "," 600,000.00 ",4,"Casas en Chicá | Casa en Chame, 4 rec., 550m2"
